perfil_carga,global_active_power,global_reactive_power,voltage,global_intensity,Year,Month,Day,Hour,Minute
0.0,0.0,0.0,220.537667139546,0.0,2023,1,1,0,0
0.0,0.0,0.0,218.650113059843,0.0,2023,1,1,0,10
0.0,0.0,0.0,220.671497133608,0.0,2023,1,1,0,20
0.0,0.0,0.0,220.888395631758,0.0,2023,1,1,0,30
0.0,0.0,0.0,219.897757553915,0.0,2023,1,1,0,40
0.0,0.0,0.0,219.136347178011,0.0,2023,1,1,0,50
0.0,0.0,0.0,218.910935704948,0.0,2023,1,1,1,0
0.0,0.0,0.0,219.384398118533,0.0,2023,1,1,1,10
0.0,0.0,0.0,221.419310150643,0.0,2023,1,1,1,20
0.0,0.0,0.0,218.852047221101,0.0,2023,1,1,1,30
0.0,0.0,0.0,220.840375529754,0.0,2023,1,1,1,40
0.0,0.0,0.0,217.86164473056,0.0,2023,1,1,1,50
0.0,0.0,0.0,222.908008030729,0.0,2023,1,1,2,0
0.0,0.0,0.0,219.646150002226,0.0,2023,1,1,2,10
0.0,0.0,0.0,220.022889792752,0.0,2023,1,1,2,20
0.0,0.0,0.0,220.520060101455,0.0,2023,1,1,2,30
0.0,0.0,0.0,219.706246402265,0.0,2023,1,1,2,40
0.0,0.0,0.0,218.667995578685,0.0,2023,1,1,2,50
0.0,0.0,0.0,218.638305529129,0.0,2023,1,1,3,0
0.0,0.0,0.0,219.804778802101,0.0,2023,1,1,3,10
0.0,0.0,0.0,220.183227263001,0.0,2023,1,1,3,20
0.0,0.0,0.0,219.467988623191,0.0,2023,1,1,3,30
0.0,0.0,0.0,218.935786587111,0.0,2023,1,1,3,40
0.0,0.0,0.0,220.391894209432,0.0,2023,1,1,3,50
0.0,0.0,0.0,218.933298601015,0.0,2023,1,1,4,0
0.0,0.0,0.0,219.265830887303,0.0,2023,1,1,4,10
0.0,0.0,0.0,221.000060819589,0.0,2023,1,1,4,20
0.0,0.0,0.0,220.327059967177,0.0,2023,1,1,4,30
0.0,0.0,0.0,220.911127265654,0.0,2023,1,1,4,40
0.0,0.0,0.0,219.975538063364,0.0,2023,1,1,4,50
0.0,0.0,0.0,220.079933710298,0.0,2023,1,1,5,0
0.0,0.0,0.0,220.897888425985,0.0,2023,1,1,5,10
0.0,0.0,0.0,218.98505635732,0.0,2023,1,1,5,20
0.0,0.0,0.0,219.370909239006,0.0,2023,1,1,5,30
0.0,0.0,0.0,218.601862124189,0.0,2023,1,1,5,40
0.0,0.0,0.0,220.880952785381,0.0,2023,1,1,5,50
0.0,0.0,0.0,219.532285417548,0.0,2023,1,1,6,0
0.0,0.0,0.0,218.530604925514,0.0,2023,1,1,6,10
0.0,0.0,0.0,222.424461144939,0.0,2023,1,1,6,20
0.0,0.0,0.0,219.441705715149,0.0,2023,1,1,6,30
0.0,0.0,0.0,220.269648641717,0.0,2023,1,1,6,40
0.0,0.0,0.0,221.174116751494,0.0,2023,1,1,6,50
0.0,0.0,0.0,219.506990184684,0.0,2023,1,1,7,0
0.0,0.0,0.0,220.52654703775,0.0,2023,1,1,7,10
0.0,0.0,0.0,220.812323004641,0.0,2023,1,1,7,20
0.0,0.0,0.0,219.937208774282,0.0,2023,1,1,7,30
0.0,0.0,0.0,219.359290493274,0.0,2023,1,1,7,40
0.0,0.0,0.0,219.626929341369,0.0,2023,1,1,7,50
0.0,0.0,0.0,220.176946822329,0.0,2023,1,1,8,0
0.0,0.0,0.0,219.383134071111,0.0,2023,1,1,8,10
0.0,0.0,0.0,219.920107160942,0.0,2023,1,1,8,20
0.0,0.0,0.0,218.85931885533,0.0,2023,1,1,8,30
0.0,0.0,0.0,218.716743895395,0.0,2023,1,1,8,40
0.0,0.0,0.0,220.245804851894,0.0,2023,1,1,8,50
0.0,0.0,0.0,220.899822328897,0.0,2023,1,1,9,0
0.0,0.0,0.0,219.561858644398,0.0,2023,1,1,9,10
0.0,0.0,0.0,219.586027725026,0.0,2023,1,1,9,20
0.0,0.0,0.0,221.028853069002,0.0,2023,1,1,9,30
0.0,0.0,0.0,220.413610390293,0.0,2023,1,1,9,40
0.0,0.0,0.0,219.310189462368,0.0,2023,1,1,9,50
0.0,0.0,0.0,220.475860587278,0.0,2023,1,1,10,0
0.0,0.0,0.0,221.03412153957,0.0,2023,1,1,10,10
0.0,0.0,0.0,220.923932448689,0.0,2023,1,1,10,20
0.0,0.0,0.0,220.064516742311,0.0,2023,1,1,10,30
0.0,0.0,0.0,219.009467779516,0.0,2023,1,1,10,40
0.0,0.0,0.0,218.517323888941,0.0,2023,1,1,10,50
0.0,0.0,0.0,222.024332599544,0.0,2023,1,1,11,0
0.0,0.0,0.0,220.647380884516,0.0,2023,1,1,11,10
0.0,0.0,0.0,219.242208083501,0.0,2023,1,1,11,20
0.0,0.0,0.0,220.078020080978,0.0,2023,1,1,11,30
0.0,0.0,0.0,221.908512330358,0.0,2023,1,1,11,40
0.0,0.0,0.0,218.584226678432,0.0,2023,1,1,11,50
0.0,0.0,0.0,220.414700293048,0.0,2023,1,1,12,0
0.0,0.0,0.0,219.827086155741,0.0,2023,1,1,12,10
0.0,0.0,0.0,219.428226781651,0.0,2023,1,1,12,20
0.0,0.0,0.0,221.460013185143,0.0,2023,1,1,12,30
0.0,0.0,0.0,220.420683700201,0.0,2023,1,1,12,40
0.0,0.0,0.0,218.80669420911,0.0,2023,1,1,12,50
0.0,0.0,0.0,221.05330457915,0.0,2023,1,1,13,0
0.0,0.0,0.0,218.575529908584,0.0,2023,1,1,13,10
0.0,0.0,0.0,220.541139413417,0.0,2023,1,1,13,20
0.0,0.0,0.0,220.853540834064,0.0,2023,1,1,13,30
0.0,0.0,0.0,219.590127352243,0.0,2023,1,1,13,40
0.0,0.0,0.0,220.975840884582,0.0,2023,1,1,13,50
0.0,0.0,0.0,221.384498511354,0.0,2023,1,1,14,0
0.0,0.0,0.0,218.580651539465,0.0,2023,1,1,14,10
0.0,0.0,0.0,218.877688278472,0.0,2023,1,1,14,20
0.0,0.0,0.0,219.59021478526,0.0,2023,1,1,14,30
0.0,0.0,0.0,220.256980969704,0.0,2023,1,1,14,40
0.0,0.0,0.0,219.585341082545,0.0,2023,1,1,14,50
0.0,0.0,0.0,220.436375391562,0.0,2023,1,1,15,0
0.0,0.0,0.0,220.180664133586,0.0,2023,1,1,15,10
0.0,0.0,0.0,221.798494451908,0.0,2023,1,1,15,20
0.0,0.0,0.0,219.239747623041,0.0,2023,1,1,15,30
0.0,0.0,0.0,221.674215951779,0.0,2023,1,1,15,40
0.0,0.0,0.0,219.749447157554,0.0,2023,1,1,15,50
0.0,0.0,0.0,219.698793470676,0.0,2023,1,1,16,0
0.0,0.0,0.0,219.486151987901,0.0,2023,1,1,16,10
0.0,0.0,0.0,218.443406065062,0.0,2023,1,1,16,20
0.0,0.0,0.0,219.577080464102,0.0,2023,1,1,16,30
0.0,0.0,0.0,220.673698696542,0.0,2023,1,1,16,40
0.0,0.0,0.0,219.648110758054,0.0,2023,1,1,16,50
0.0,0.0,0.0,220.09639288454,0.0,2023,1,1,17,0
0.0,0.0,0.0,221.302508209607,0.0,2023,1,1,17,10
0.0,0.0,0.0,220.138317724816,0.0,2023,1,1,17,20
0.0,0.0,0.0,221.166475004516,0.0,2023,1,1,17,30
0.0,0.0,0.0,220.067453590829,0.0,2023,1,1,17,40
0.0,0.0,0.0,221.408906950993,0.0,2023,1,1,17,50
0.0,0.0,0.0,220.527470251142,0.0,2023,1,1,18,0
0.0,0.0,0.0,219.883428671341,0.0,2023,1,1,18,10
0.0,0.0,0.0,219.958336925704,0.0,2023,1,1,18,20
0.0,0.0,0.0,218.363553321746,0.0,2023,1,1,18,30
0.0,0.0,0.0,221.309362077829,0.0,2023,1,1,18,40
0.0,0.0,0.0,220.574520731649,0.0,2023,1,1,18,50
0.0,0.0,0.0,219.691375065453,0.0,2023,1,1,19,0
0.0,0.0,0.0,217.971638039147,0.0,2023,1,1,19,10
0.0,0.0,0.0,219.502311621796,0.0,2023,1,1,19,20
0.0,0.0,0.0,220.208715601272,0.0,2023,1,1,19,30
0.0,0.0,0.0,220.552998745466,0.0,2023,1,1,19,40
0.0,0.0,0.0,220.415468936979,0.0,2023,1,1,19,50
0.0,0.0,0.0,221.341883717258,0.0,2023,1,1,20,0
0.0,0.0,0.0,220.632905577041,0.0,2023,1,1,20,10
0.0,0.0,0.0,221.689399307427,0.0,2023,1,1,20,20
0.0,0.0,0.0,219.210344026784,0.0,2023,1,1,20,30
0.0,0.0,0.0,220.540514429162,0.0,2023,1,1,20,40
0.0,0.0,0.0,220.320985221953,0.0,2023,1,1,20,50
0.0,0.0,0.0,221.771019567018,0.0,2023,1,1,21,0
0.0,0.0,0.0,218.680097297641,0.0,2023,1,1,21,10
0.0,0.0,0.0,220.156759609817,0.0,2023,1,1,21,20
0.0,0.0,0.0,219.924551275813,0.0,2023,1,1,21,30
0.0,0.0,0.0,219.595078223451,0.0,2023,1,1,21,40
0.0,0.0,0.0,220.397046092297,0.0,2023,1,1,21,50
0.0,0.0,0.0,219.780811336953,0.0,2023,1,1,22,0
0.0,0.0,0.0,220.4582822055,0.0,2023,1,1,22,10
0.0,0.0,0.0,219.380374185168,0.0,2023,1,1,22,20
0.0,0.0,0.0,219.425866037606,0.0,2023,1,1,22,30
0.0,0.0,0.0,220.776841798207,0.0,2023,1,1,22,40
0.0,0.0,0.0,219.819836902877,0.0,2023,1,1,22,50
0.0,0.0,0.0,220.178870372986,0.0,2023,1,1,23,0
0.0,0.0,0.0,219.708090100215,0.0,2023,1,1,23,10
0.0,0.0,0.0,218.485576847698,0.0,2023,1,1,23,20
0.0,0.0,0.0,220.859783195733,0.0,2023,1,1,23,30
0.0,0.0,0.0,221.425365736187,0.0,2023,1,1,23,40
0.0,0.0,0.0,220.011480665555,0.0,2023,1,1,23,50
0.0,0.0,0.0,220.774161843596,0.0,2023,1,2,0,0
0.0,0.0,0.0,219.396481969012,0.0,2023,1,2,0,10
0.0,0.0,0.0,219.869995108858,0.0,2023,1,2,0,20
0.0,0.0,0.0,218.7995594962,0.0,2023,1,2,0,30
0.0,0.0,0.0,219.425165049165,0.0,2023,1,2,0,40
0.0,0.0,0.0,220.075947432126,0.0,2023,1,2,0,50
0.0,0.0,0.0,218.315241151459,0.0,2023,1,2,1,0
0.0,0.0,0.0,221.686544476982,0.0,2023,1,2,1,10
0.0,0.0,0.0,221.376949165612,0.0,2023,1,2,1,20
0.0,0.0,0.0,219.116651141385,0.0,2023,1,2,1,30
0.0,0.0,0.0,218.721862630809,0.0,2023,1,2,1,40
0.0,0.0,0.0,220.427361247542,0.0,2023,1,2,1,50
0.0,0.0,0.0,220.825430464555,0.0,2023,1,2,2,0
0.0,0.0,0.0,221.192864128684,0.0,2023,1,2,2,10
0.0,0.0,0.0,220.379243765636,0.0,2023,1,2,2,20
0.0,0.0,0.0,220.441056579175,0.0,2023,1,2,2,30
0.0,0.0,0.0,217.825379433704,0.0,2023,1,2,2,40
0.0,0.0,0.0,220.835157036407,0.0,2023,1,2,2,50
0.0,0.0,0.0,219.606402109421,0.0,2023,1,2,3,0
0.0,0.0,0.0,219.746025156677,0.0,2023,1,2,3,10
0.0,0.0,0.0,221.043688936479,0.0,2023,1,2,3,20
0.0,0.0,0.0,220.797263135407,0.0,2023,1,2,3,30
0.0,0.0,0.0,221.165408251092,0.0,2023,1,2,3,40
0.0,0.0,0.0,218.995814719838,0.0,2023,1,2,3,50
0.0,0.0,0.0,218.456203674269,0.0,2023,1,2,4,0
0.0,0.0,0.0,219.14564662088,0.0,2023,1,2,4,10
0.0,0.0,0.0,219.206174298347,0.0,2023,1,2,4,20
0.0,0.0,0.0,218.878582187488,0.0,2023,1,2,4,30
0.0,0.0,0.0,219.229765927131,0.0,2023,1,2,4,40
0.0,0.0,0.0,220.858609994635,0.0,2023,1,2,4,50
0.0,0.0,0.0,220.219453518638,0.0,2023,1,2,5,0
0.0,0.0,0.0,220.282529239917,0.0,2023,1,2,5,10
0.0,0.0,0.0,221.583318877787,0.0,2023,1,2,5,20
0.0,0.0,0.0,219.934385124261,0.0,2023,1,2,5,30
0.0,0.0,0.0,218.745675521684,0.0,2023,1,2,5,40
0.0,0.0,0.0,219.892808121873,0.0,2023,1,2,5,50
0.0,0.0,0.0,219.547792395021,0.0,2023,1,2,6,0
0.0,0.0,0.0,219.826681669016,0.0,2023,1,2,6,10
0.0,0.0,0.0,220.276011305269,0.0,2023,1,2,6,20
0.0,0.0,0.0,221.009265262359,0.0,2023,1,2,6,30
0.0,0.0,0.0,220.669365130823,0.0,2023,1,2,6,40
0.0,0.0,0.0,219.419990318116,0.0,2023,1,2,6,50
39104.9796750144,38.4900422855607,3.76179048729018,220.914259725009,174.276534266514,2023,1,2,7,0
27444.155459075,28.9627347137325,2.92374444850676,220.21183156678,126.624044427793,2023,1,2,7,10
1174.99440960999,1.2086579597531,0.112190316557051,219.049088872487,5.37847354814032,2023,1,2,7,20
0.0,0.0,0.0,220.664281757759,0.0,2023,1,2,7,30
1439.62127146329,1.55667417001679,0.149377872086191,221.45274196099,6.62475706367609,2023,1,2,7,40
5227.02701019847,5.22290469575528,0.567550669316562,220.742478041096,24.8246023967636,2023,1,2,7,50
0.0,0.0,0.0,219.494926612729,0.0,2023,1,2,8,0
3398.52258848578,3.43465930724624,0.339589541062065,221.60503866642,16.4447214651585,2023,1,2,8,10
25864.7945887191,27.1378951214744,2.58085209310341,219.135785354061,124.502940711884,2023,1,2,8,20
3440.4119848422,3.18038607076562,0.341303806769935,219.055720798568,14.7341706550485,2023,1,2,8,30
33828.5060916175,35.6733983128607,3.6800233394799,219.318440317491,163.980952734664,2023,1,2,8,40
1862.12977194945,1.83382474261482,0.168809554357268,220.638483769418,8.2926579090119,2023,1,2,8,50
35270.7942869993,34.6642754848469,3.48922484703408,219.732383274314,154.314290283574,2023,1,2,9,0
2395.75822275281,2.38677407111452,0.218994107201297,219.893444848434,10.0228485709929,2023,1,2,9,10
1854.87418461577,1.99334880348421,0.20132183874283,220.296171184009,9.11319821072186,2023,1,2,9,20
33141.1949468685,35.9076300657052,3.48294314483196,220.288342465456,155.827743521303,2023,1,2,9,30
21764.907416476,20.4065657594066,2.07153193754792,219.535395510107,100.871156800151,2023,1,2,9,40
28748.22328473,28.4294042918635,2.96963375235169,222.031262915025,131.666457517925,2023,1,2,9,50
2138.95647586784,2.04027726691321,0.216836209420501,220.763647371585,9.6442161485904,2023,1,2,10,0
22851.3016421554,22.1981993385612,2.57901880206107,222.373287411153,103.662145852503,2023,1,2,10,10
14423.9193214415,13.6991374483614,1.36696937979171,221.962447395002,61.814224968941,2023,1,2,10,20
17472.2499501903,16.5989919608621,1.56859595838594,219.429653900123,77.6195182773897,2023,1,2,10,30
19869.8195103735,21.3854619667784,2.11423013361525,218.494874540417,98.0376791902378,2023,1,2,10,40
1507.46033856914,1.44711072901723,0.136301361010173,219.823511995933,6.75612086611233,2023,1,2,10,50
15642.6476713296,15.5462325744928,1.48540703194939,219.479067112728,66.7240974318364,2023,1,2,11,0
4452.98860697173,4.24980359637058,0.449179347512926,219.905079008593,19.122002990242,2023,1,2,11,10
14096.904363997,12.8996944567481,1.43028794943937,218.170544791392,62.3642006473835,2023,1,2,11,20
1734.72001013756,1.66196089406903,0.176902494443956,218.928938081254,7.70191461396676,2023,1,2,11,30
3619.45856091558,3.68526034607712,0.352421635367517,220.55457069767,16.3577758699506,2023,1,2,11,40
16539.353811169,15.8789022837154,1.68664413397348,218.146468423654,74.4326512040451,2023,1,2,11,50
45262.3538263535,45.6514270135473,4.44496947504154,218.885061894074,201.083048788698,2023,1,2,12,0
19356.0203914618,18.4862645330521,1.90676768226613,219.191154843463,86.4776523103428,2023,1,2,12,10
3595.35352251713,3.62957871080255,0.333913296165874,219.898265000421,15.8785501224475,2023,1,2,12,20
2372.90047864769,2.26727826566821,0.240270918987734,219.34103660915,10.710066770361,2023,1,2,12,30
12003.6776577369,11.0359481406969,1.14097375315759,220.052993311293,53.0454250513886,2023,1,2,12,40
18858.4411444658,19.7184121802695,1.97920949453171,217.890059568156,84.3525709413675,2023,1,2,12,50
15109.3009928963,15.6159988766581,1.48717522507017,220.783281930837,68.1624493108535,2023,1,2,13,0
32131.6557567974,28.3489328434274,2.74388649093738,220.405187260062,143.591183678214,2023,1,2,13,10
33360.3978616442,34.2682074309416,3.62175460562128,219.422889692903,160.35646888983,2023,1,2,13,20
14577.7684450315,14.3788086650719,1.2681443565559,218.928094951551,64.9829206540935,2023,1,2,13,30
0.0,0.0,0.0,219.847166323063,0.0,2023,1,2,13,40
13128.3333526806,13.2927766761209,1.18194287415009,219.810301240395,58.5568055148758,2023,1,2,13,50
35140.3612181973,30.7504017542362,3.17369173029375,221.204586716533,150.40568005616,2023,1,2,14,0
13253.5776824193,12.1607791613148,1.32334499346864,221.05689959434,62.4410602749008,2023,1,2,14,10
952.819198946251,0.954389545089638,0.0972912333268652,218.383682742052,4.30933593157084,2023,1,2,14,20
22872.3606398619,22.9929342926438,2.2235900678529,218.145472762617,103.527476252424,2023,1,2,14,30
28687.7188174408,28.6814318614173,2.87331271944223,220.271709764009,125.986420764506,2023,1,2,14,40
11687.603249713,12.1800634404819,1.26975646413144,220.564557773734,54.1031281312394,2023,1,2,14,50
0.0,0.0,0.0,218.475421171515,0.0,2023,1,2,15,0
0.0,0.0,0.0,219.738024237744,0.0,2023,1,2,15,10
0.0,0.0,0.0,218.636948411063,0.0,2023,1,2,15,20
0.0,0.0,0.0,219.416381248471,0.0,2023,1,2,15,30
0.0,0.0,0.0,218.173103829282,0.0,2023,1,2,15,40
0.0,0.0,0.0,219.351703089896,0.0,2023,1,2,15,50
0.0,0.0,0.0,220.983990668099,0.0,2023,1,2,16,0
0.0,0.0,0.0,220.487203937551,0.0,2023,1,2,16,10
0.0,0.0,0.0,219.402141145264,0.0,2023,1,2,16,20
0.0,0.0,0.0,219.104725770632,0.0,2023,1,2,16,30
0.0,0.0,0.0,219.425485938742,0.0,2023,1,2,16,40
0.0,0.0,0.0,218.221315820892,0.0,2023,1,2,16,50
0.0,0.0,0.0,219.618054746049,0.0,2023,1,2,17,0
0.0,0.0,0.0,219.558582621192,0.0,2023,1,2,17,10
0.0,0.0,0.0,219.910197260419,0.0,2023,1,2,17,20
0.0,0.0,0.0,221.859280300686,0.0,2023,1,2,17,30
0.0,0.0,0.0,219.08818112319,0.0,2023,1,2,17,40
0.0,0.0,0.0,220.990247152652,0.0,2023,1,2,17,50
0.0,0.0,0.0,219.385647526377,0.0,2023,1,2,18,0
0.0,0.0,0.0,221.087705855269,0.0,2023,1,2,18,10
0.0,0.0,0.0,220.48628256342,0.0,2023,1,2,18,20
0.0,0.0,0.0,220.437517717999,0.0,2023,1,2,18,30
0.0,0.0,0.0,220.846500664559,0.0,2023,1,2,18,40
0.0,0.0,0.0,220.468765524422,0.0,2023,1,2,18,50
0.0,0.0,0.0,219.952532392471,0.0,2023,1,2,19,0
0.0,0.0,0.0,219.898545649265,0.0,2023,1,2,19,10
0.0,0.0,0.0,221.175395099693,0.0,2023,1,2,19,20
0.0,0.0,0.0,219.708014852648,0.0,2023,1,2,19,30
0.0,0.0,0.0,219.918448896941,0.0,2023,1,2,19,40
0.0,0.0,0.0,220.402259582355,0.0,2023,1,2,19,50
0.0,0.0,0.0,220.729731861474,0.0,2023,1,2,20,0
0.0,0.0,0.0,220.275259399746,0.0,2023,1,2,20,10
0.0,0.0,0.0,219.927401334521,0.0,2023,1,2,20,20
0.0,0.0,0.0,221.075936736566,0.0,2023,1,2,20,30
0.0,0.0,0.0,219.774615356653,0.0,2023,1,2,20,40
0.0,0.0,0.0,220.647168714645,0.0,2023,1,2,20,50
0.0,0.0,0.0,220.183431871122,0.0,2023,1,2,21,0
0.0,0.0,0.0,219.301964730414,0.0,2023,1,2,21,10
0.0,0.0,0.0,220.669897455435,0.0,2023,1,2,21,20
0.0,0.0,0.0,218.888576627337,0.0,2023,1,2,21,30
0.0,0.0,0.0,217.358854212508,0.0,2023,1,2,21,40
0.0,0.0,0.0,219.971908896394,0.0,2023,1,2,21,50
0.0,0.0,0.0,221.42127545145,0.0,2023,1,2,22,0
0.0,0.0,0.0,219.774423869279,0.0,2023,1,2,22,10
0.0,0.0,0.0,220.637024085334,0.0,2023,1,2,22,20
0.0,0.0,0.0,221.704359139096,0.0,2023,1,2,22,30
